image_path,iod,miod,is_lv3,od_threshold_used,dilate_radius_used,low_iod,low_miod,low_both,figure_path
data\raw\train\IHC\00920_train_1+.png,127162.3046875,1.3367775678634644,0,0.2,2,0,0,0,
data\raw\train\IHC\00921_train_2+.png,40.47075271606445,3.859591743093915e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\00922_train_3+.png,39733.30859375,0.09182221442461014,1,0.25,0,0,0,0,
data\raw\train\IHC\00923_train_3+.png,48495.9921875,0.04628138244152069,1,0.25,0,0,1,0,
data\raw\train\IHC\00924_train_1+.png,711170.6875,0.6782252192497253,0,0.2,2,0,0,0,
data\raw\train\IHC\00925_train_3+.png,1074.552001953125,0.019871512427926064,1,0.25,0,0,1,0,
data\raw\train\IHC\00926_train_3+.png,13528.142578125,0.012908521108329296,1,0.25,0,0,1,0,
data\raw\train\IHC\00927_train_3+.png,638413.1875,0.6107586622238159,1,0.25,0,0,0,0,
data\raw\train\IHC\00928_train_2+.png,13967.3251953125,0.3914938271045685,0,0.2,2,0,0,0,
data\raw\train\IHC\00929_train_2+.png,9.423874855041504,8.987307410279755e-06,0,0.2,2,1,1,1,
data\raw\train\IHC\00930_train_2+.png,825055.5,0.7868342399597168,0,0.2,2,0,0,0,
data\raw\train\IHC\00931_train_1+.png,3728.919677734375,0.007072474341839552,0,0.2,2,0,1,0,
data\raw\train\IHC\00933_train_3+.png,167.62591552734375,0.00016141560627147555,1,0.25,0,1,1,1,
data\raw\train\IHC\00934_train_1+.png,139221.96875,0.20094069838523865,0,0.2,2,0,0,0,
data\raw\train\IHC\00935_train_2+.png,172945.765625,0.1649339348077774,0,0.2,2,0,0,0,
data\raw\train\IHC\00937_train_2+.png,39087.11328125,0.03727637603878975,0,0.2,2,0,1,0,
data\raw\train\IHC\00938_train_2+.png,172898.890625,0.16488923132419586,0,0.2,2,0,0,0,
data\raw\train\IHC\00939_train_1+.png,232333.15625,0.7775046229362488,0,0.2,2,0,0,0,
data\raw\train\IHC\00940_train_1+.png,146329.890625,0.7750400900840759,0,0.2,2,0,0,0,
data\raw\train\IHC\00941_train_2+.png,251569.03125,0.4800349473953247,0,0.2,2,0,0,0,
data\raw\train\IHC\00943_train_3+.png,444103.5,0.5133877396583557,1,0.25,0,0,0,0,
data\raw\train\IHC\00945_train_1+.png,82638.0546875,0.12971092760562897,0,0.2,2,0,0,0,
data\raw\train\IHC\00946_train_2+.png,78109.9609375,0.2676144242286682,0,0.2,2,0,0,0,
data\raw\train\IHC\00947_train_1+.png,13816.4921875,1.0850932598114014,0,0.2,2,0,0,0,
data\raw\train\IHC\00948_train_1+.png,8254.166015625,0.13751213252544403,0,0.2,2,0,0,0,
data\raw\train\IHC\00949_train_2+.png,0.02071717567741871,1.9757438352030476e-08,0,0.2,2,1,1,1,
data\raw\train\IHC\00950_train_2+.png,19814.744140625,0.8029640316963196,0,0.2,2,0,0,0,
data\raw\train\IHC\00951_train_1+.png,406628.96875,1.090570330619812,0,0.2,2,0,0,0,
data\raw\train\IHC\00952_train_1+.png,49047.2265625,0.046775080263614655,0,0.2,2,0,1,0,
data\raw\train\IHC\00954_train_1+.png,10783.00390625,0.07859274744987488,0,0.2,2,0,0,0,
data\raw\train\IHC\00955_train_3+.png,583055.6875,0.5560855269432068,1,0.25,0,0,0,0,
data\raw\train\IHC\00956_train_2+.png,68610.7109375,0.7206477522850037,0,0.2,2,0,0,0,
data\raw\train\IHC\00958_train_2+.png,73.00100708007812,6.961918552406132e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\00959_train_3+.png,406347.5625,0.3952731788158417,1,0.25,0,0,0,0,
data\raw\train\IHC\00960_train_2+.png,9732.5693359375,0.09231046587228775,0,0.2,2,0,0,0,
data\raw\train\IHC\00961_train_2+.png,20.705472946166992,1.974627775780391e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\00962_train_2+.png,302.9689025878906,0.00028893366106785834,0,0.2,2,1,1,1,
data\raw\train\IHC\00963_train_3+.png,95585.5625,0.6347277760505676,1,0.25,0,0,0,0,
data\raw\train\IHC\00964_train_3+.png,1695848.125,1.6275511980056763,1,0.25,0,0,0,0,
data\raw\train\IHC\00965_train_2+.png,200501.1875,0.5876560211181641,0,0.2,2,0,0,0,
data\raw\train\IHC\00966_train_0.png,48906.9921875,0.8760141134262085,0,0.2,2,0,0,0,
data\raw\train\IHC\00967_train_3+.png,571777.3125,0.5452893376350403,1,0.25,0,0,0,0,
data\raw\train\IHC\00968_train_2+.png,126420.65625,0.12056413292884827,0,0.2,2,0,0,0,
data\raw\train\IHC\00969_train_3+.png,1637771.5,1.5619006156921387,1,0.25,0,0,0,0,
data\raw\train\IHC\00971_train_3+.png,2699.2509765625,0.011714227497577667,1,0.25,0,0,1,0,
data\raw\train\IHC\00972_train_3+.png,484162.78125,0.4617336094379425,1,0.25,0,0,0,0,
data\raw\train\IHC\00973_train_2+.png,10198.296875,0.28126248717308044,0,0.2,2,0,0,0,
data\raw\train\IHC\00974_train_3+.png,5874.7626953125,0.005604480858892202,1,0.25,0,0,1,0,
data\raw\train\IHC\00975_train_3+.png,266741.28125,1.4640990495681763,1,0.25,0,0,0,0,
data\raw\train\IHC\00976_train_2+.png,13397.69140625,0.2201359122991562,0,0.2,2,0,0,0,
data\raw\train\IHC\00977_train_1+.png,41631.390625,1.550979495048523,0,0.2,2,0,0,0,
data\raw\train\IHC\00978_train_3+.png,17111.513671875,1.4964157342910767,1,0.25,0,0,0,0,
data\raw\train\IHC\00979_train_1+.png,33421.6015625,0.4163803458213806,0,0.2,2,0,0,0,
data\raw\train\IHC\00980_train_1+.png,47715.28515625,0.045504841953516006,0,0.2,2,0,1,0,
data\raw\train\IHC\00981_train_2+.png,73162.2734375,0.06977298110723495,0,0.2,2,0,0,0,
data\raw\train\IHC\00982_train_3+.png,118086.578125,0.11360923945903778,1,0.25,0,0,0,0,
data\raw\train\IHC\00984_train_2+.png,79599.5078125,0.8146839141845703,0,0.2,2,0,0,0,
data\raw\train\IHC\00986_train_3+.png,1693282.5,1.614840030670166,1,0.25,0,0,0,0,
data\raw\train\IHC\00987_train_3+.png,825.3331298828125,0.004205176141113043,1,0.25,0,0,1,0,
data\raw\train\IHC\00988_train_2+.png,9801.396484375,0.00934734009206295,0,0.2,2,0,1,0,
data\raw\train\IHC\00989_train_0.png,613501.875,1.27058744430542,0,0.2,2,0,0,0,
data\raw\train\IHC\00990_train_2+.png,239077.40625,0.4624589681625366,0,0.2,2,0,0,0,
data\raw\train\IHC\00992_train_3+.png,162805.046875,0.15896710753440857,1,0.25,0,0,0,0,
data\raw\train\IHC\00993_train_2+.png,110862.6328125,0.5404479503631592,0,0.2,2,0,0,0,
data\raw\train\IHC\00994_train_3+.png,4533252.0,4.355943202972412,1,0.25,0,0,0,0,
data\raw\train\IHC\00995_train_2+.png,580040.75,0.5531699657440186,0,0.2,2,0,0,0,
data\raw\train\IHC\00996_train_2+.png,635932.875,0.6064728498458862,0,0.2,2,0,0,0,
data\raw\train\IHC\00997_train_1+.png,137892.953125,2.1178784370422363,0,0.2,2,0,0,0,
data\raw\train\IHC\00999_train_3+.png,15850.78515625,0.015201032161712646,1,0.25,0,0,1,0,
data\raw\train\IHC\01000_train_1+.png,134867.453125,0.6160947680473328,0,0.2,2,0,0,0,
data\raw\train\IHC\01001_train_1+.png,1248629.875,1.1907862424850464,0,0.2,2,0,0,0,
data\raw\train\IHC\01002_train_2+.png,66529.4375,0.06344741582870483,0,0.2,2,0,0,0,
data\raw\train\IHC\01003_train_2+.png,61786.33203125,0.5625274777412415,0,0.2,2,0,0,0,
data\raw\train\IHC\01004_train_3+.png,318537.375,0.30552154779434204,1,0.25,0,0,0,0,
data\raw\train\IHC\01005_train_2+.png,19379.59375,1.1204019784927368,0,0.2,2,0,0,0,
data\raw\train\IHC\01006_train_3+.png,24665.87890625,0.9824303388595581,1,0.25,0,0,0,0,
data\raw\train\IHC\01007_train_1+.png,98861.859375,0.8462678790092468,0,0.2,2,0,0,0,
data\raw\train\IHC\01008_train_2+.png,15129.8876953125,0.014428985305130482,0,0.2,2,0,1,0,
data\raw\train\IHC\01009_train_1+.png,133400.625,0.614658772945404,0,0.2,2,0,0,0,
data\raw\train\IHC\01011_train_3+.png,433723.1875,0.5813477039337158,1,0.25,0,0,0,0,
data\raw\train\IHC\01013_train_1+.png,1.5907745361328125,1.5170808183029294e-06,0,0.2,2,1,1,1,
data\raw\train\IHC\01014_train_2+.png,931.157958984375,0.0008880214300006628,0,0.2,2,0,1,0,
data\raw\train\IHC\01015_train_3+.png,181773.5625,0.2067796289920807,1,0.25,0,0,0,0,
data\raw\train\IHC\01016_train_3+.png,634090.5625,0.6047481894493103,1,0.25,0,0,0,0,
data\raw\train\IHC\01017_train_2+.png,99883.390625,1.3062115907669067,0,0.2,2,0,0,0,
data\raw\train\IHC\01018_train_3+.png,67017.2421875,0.2636232376098633,1,0.25,0,0,0,0,
data\raw\train\IHC\01019_train_3+.png,315282.46875,0.3009767532348633,1,0.25,0,0,0,0,
data\raw\train\IHC\01020_train_2+.png,92053.765625,0.7026200294494629,0,0.2,2,0,0,0,
data\raw\train\IHC\01023_train_3+.png,15523.384765625,0.03527240455150604,1,0.25,0,0,1,0,
data\raw\train\IHC\01024_train_2+.png,1127718.375,1.075476050376892,0,0.2,2,0,0,0,
data\raw\train\IHC\01025_train_2+.png,281900.78125,0.7107990980148315,0,0.2,2,0,0,0,
data\raw\train\IHC\01026_train_1+.png,89489.90625,0.9204413294792175,0,0.2,2,0,0,0,
data\raw\train\IHC\01027_train_3+.png,35.280723571777344,3.415649553062394e-05,1,0.25,0,1,1,1,
data\raw\train\IHC\01028_train_2+.png,74316.390625,0.28137677907943726,0,0.2,2,0,0,0,
data\raw\train\IHC\01031_train_0.png,126006.109375,0.9539413452148438,0,0.2,2,0,0,0,
data\raw\train\IHC\01034_train_3+.png,10916.1484375,0.0104645611718297,1,0.25,0,0,1,0,
data\raw\train\IHC\01035_train_2+.png,277325.65625,0.2644783556461334,0,0.2,2,0,0,0,
data\raw\train\IHC\01036_train_2+.png,29544.982421875,1.009015440940857,0,0.2,2,0,0,0,
data\raw\train\IHC\01037_train_2+.png,141576.6875,0.13501805067062378,0,0.2,2,0,0,0,
data\raw\train\IHC\01038_train_2+.png,1732.1378173828125,0.0016518953489139676,0,0.2,2,0,1,0,
data\raw\train\IHC\01039_train_1+.png,234.89328002929688,0.00022401168826036155,0,0.2,2,1,1,1,
data\raw\train\IHC\01041_train_3+.png,1841.4542236328125,0.006008830852806568,1,0.25,0,0,1,0,
data\raw\train\IHC\01042_train_3+.png,436188.15625,0.5818340182304382,1,0.25,0,0,0,0,
data\raw\train\IHC\01043_train_3+.png,129152.28125,1.070142388343811,1,0.25,0,0,0,0,
data\raw\train\IHC\01044_train_0.png,575167.625,0.9873308539390564,0,0.2,2,0,0,0,
data\raw\train\IHC\01045_train_3+.png,755188.9375,1.9966288805007935,1,0.25,0,0,0,0,
data\raw\train\IHC\01046_train_2+.png,31766.6328125,0.03029502183198929,0,0.2,2,0,1,0,
data\raw\train\IHC\01047_train_2+.png,215198.65625,1.0671889781951904,0,0.2,2,0,0,0,
data\raw\train\IHC\01048_train_1+.png,114628.1875,0.769301176071167,0,0.2,2,0,0,0,
data\raw\train\IHC\01050_train_1+.png,8708.166015625,0.07441732287406921,0,0.2,2,0,0,0,
data\raw\train\IHC\01051_train_2+.png,140384.203125,1.0241340398788452,0,0.2,2,0,0,0,
data\raw\train\IHC\01053_train_3+.png,26128.9140625,0.0249186884611845,1,0.25,0,0,1,0,
data\raw\train\IHC\01054_train_0.png,100283.2109375,0.6133379936218262,0,0.2,2,0,0,0,
data\raw\train\IHC\01055_train_2+.png,36090.22265625,0.48593926429748535,0,0.2,2,0,0,0,
data\raw\train\IHC\01056_train_1+.png,15730.126953125,0.015001418069005013,0,0.2,2,0,1,0,
data\raw\train\IHC\01057_train_2+.png,394756.65625,0.37646928429603577,0,0.2,2,0,0,0,
data\raw\train\IHC\01058_train_2+.png,150956.125,0.14396297931671143,0,0.2,2,0,0,0,
data\raw\train\IHC\01059_train_2+.png,24678.59375,0.8595818281173706,0,0.2,2,0,0,0,
data\raw\train\IHC\01061_train_1+.png,213839.8125,0.2088707834482193,0,0.2,2,0,0,0,
data\raw\train\IHC\01064_train_1+.png,33886.9765625,0.24801094830036163,0,0.2,2,0,0,0,
data\raw\train\IHC\01065_train_3+.png,136175.71875,0.8284807205200195,1,0.25,0,0,0,0,
data\raw\train\IHC\01066_train_2+.png,195.7017364501953,0.0001866357197286561,0,0.2,2,1,1,1,
data\raw\train\IHC\01068_train_1+.png,9461.220703125,0.11824752390384674,0,0.2,2,0,0,0,
data\raw\train\IHC\01069_train_2+.png,20616.412109375,0.024169497191905975,0,0.2,2,0,1,0,
data\raw\train\IHC\01071_train_3+.png,48617.109375,0.046364933252334595,1,0.25,0,0,1,0,
data\raw\train\IHC\01072_train_2+.png,1422929.375,1.3570111989974976,0,0.2,2,0,0,0,
data\raw\train\IHC\01076_train_3+.png,195389.21875,0.18747928738594055,1,0.25,0,0,0,0,
data\raw\train\IHC\01077_train_2+.png,349996.96875,1.0147604942321777,0,0.2,2,0,0,0,
data\raw\train\IHC\01078_train_3+.png,99451.6484375,0.09484448283910751,1,0.25,0,0,0,0,
data\raw\train\IHC\01079_train_1+.png,151623.625,0.824933648109436,0,0.2,2,0,0,0,
data\raw\train\IHC\01080_train_2+.png,276638.90625,0.7950741648674011,0,0.2,2,0,0,0,
data\raw\train\IHC\01081_train_3+.png,440391.03125,0.41998961567878723,1,0.25,0,0,0,0,
data\raw\train\IHC\01082_train_0.png,730956.75,1.0579792261123657,0,0.2,2,0,0,0,
data\raw\train\IHC\01083_train_2+.png,36531.25,0.49506375193595886,0,0.2,2,0,0,0,
data\raw\train\IHC\01084_train_2+.png,58807.3203125,0.6591049432754517,0,0.2,2,0,0,0,
data\raw\train\IHC\01085_train_3+.png,2508.224365234375,0.006670170929282904,1,0.25,0,0,1,0,
data\raw\train\IHC\01086_train_2+.png,227.9939727783203,0.0002174319961341098,0,0.2,2,1,1,1,
data\raw\train\IHC\01087_train_1+.png,26762.78515625,0.2434086799621582,0,0.2,2,0,0,0,
data\raw\train\IHC\01089_train_3+.png,1044536.0,0.9963542819023132,1,0.25,0,0,0,0,
data\raw\train\IHC\01091_train_1+.png,218801.03125,0.2086649239063263,0,0.2,2,0,0,0,
data\raw\train\IHC\01092_train_2+.png,313833.53125,0.6509488821029663,0,0.2,2,0,0,0,
data\raw\train\IHC\01093_train_1+.png,54769.7421875,0.5797887444496155,0,0.2,2,0,0,0,
data\raw\train\IHC\01094_train_3+.png,15895.3369140625,0.015250221826136112,1,0.25,0,0,1,0,
data\raw\train\IHC\01095_train_1+.png,9474.822265625,0.08607058972120285,0,0.2,2,0,0,0,
data\raw\train\IHC\01098_train_2+.png,568435.25,0.7167348861694336,0,0.2,2,0,0,0,
data\raw\train\IHC\01101_train_2+.png,98692.28125,0.09412029385566711,0,0.2,2,0,0,0,
data\raw\train\IHC\01102_train_3+.png,3599.278564453125,0.006519676186144352,1,0.25,0,0,1,0,
data\raw\train\IHC\01103_train_3+.png,595322.3125,0.5677435994148254,1,0.25,0,0,0,0,
data\raw\train\IHC\01105_train_2+.png,259255.0625,0.3674432039260864,0,0.2,2,0,0,0,
data\raw\train\IHC\01106_train_2+.png,138197.828125,0.8848568797111511,0,0.2,2,0,0,0,
data\raw\train\IHC\01107_train_3+.png,593824.8125,0.5721081495285034,1,0.25,0,0,0,0,
data\raw\train\IHC\01110_train_0.png,58343.7109375,0.6694400906562805,0,0.2,2,0,0,0,
data\raw\train\IHC\01111_train_3+.png,184.63743591308594,0.0021620055194944143,1,0.25,0,1,1,1,
data\raw\train\IHC\01112_train_1+.png,169430.453125,0.7073277235031128,0,0.2,2,0,0,0,
data\raw\train\IHC\01114_train_3+.png,46425.12109375,0.6189768314361572,1,0.25,0,0,0,0,
data\raw\train\IHC\01115_train_2+.png,89492.96875,0.6356440782546997,0,0.2,2,0,0,0,
data\raw\train\IHC\01116_train_3+.png,1006.946044921875,0.05876888334751129,1,0.25,0,0,0,0,
data\raw\train\IHC\01117_train_2+.png,69.8871841430664,6.664961256319657e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\01118_train_2+.png,131756.0,0.7511744499206543,0,0.2,2,0,0,0,
data\raw\train\IHC\01119_train_2+.png,2246.630126953125,0.002142553450539708,0,0.2,2,0,1,0,
data\raw\train\IHC\01120_train_3+.png,1240365.25,1.1829044818878174,1,0.25,0,0,0,0,
data\raw\train\IHC\01121_train_1+.png,71447.6796875,0.6006126403808594,0,0.2,2,0,0,0,
data\raw\train\IHC\01123_train_2+.png,2898.810791015625,0.002764521399512887,0,0.2,2,0,1,0,
data\raw\train\IHC\01124_train_2+.png,89432.15625,0.9911796450614929,0,0.2,2,0,0,0,
data\raw\train\IHC\01125_train_1+.png,50112.05859375,0.6900966763496399,0,0.2,2,0,0,0,
data\raw\train\IHC\01126_train_2+.png,157092.40625,1.0407675504684448,0,0.2,2,0,0,0,
data\raw\train\IHC\01127_train_1+.png,150904.71875,0.5269718766212463,0,0.2,2,0,0,0,
data\raw\train\IHC\01128_train_3+.png,14571.734375,1.0053632259368896,1,0.25,0,0,0,0,
data\raw\train\IHC\01129_train_2+.png,40603.671875,0.038722679018974304,0,0.2,2,0,1,0,
data\raw\train\IHC\01130_train_3+.png,176.9287109375,0.004548178985714912,1,0.25,0,1,1,1,
data\raw\train\IHC\01131_train_2+.png,946632.125,1.4207231998443604,0,0.2,2,0,0,0,
data\raw\train\IHC\01132_train_2+.png,1662919.75,1.5858838558197021,0,0.2,2,0,0,0,
data\raw\train\IHC\01133_train_1+.png,217899.453125,0.2078051120042801,0,0.2,2,0,0,0,
data\raw\train\IHC\01134_train_1+.png,269590.03125,0.823653519153595,0,0.2,2,0,0,0,
data\raw\train\IHC\01135_train_1+.png,217139.125,0.7502146363258362,0,0.2,2,0,0,0,
data\raw\train\IHC\01136_train_3+.png,1199251.5,1.155859351158142,1,0.25,0,0,0,0,
data\raw\train\IHC\01137_train_1+.png,220616.71875,0.852177083492279,0,0.2,2,0,0,0,
data\raw\train\IHC\01139_train_3+.png,1786191.375,1.7129720449447632,1,0.25,0,0,0,0,
data\raw\train\IHC\01140_train_0.png,37737.7109375,0.9077238440513611,0,0.2,2,0,0,0,
data\raw\train\IHC\01141_train_3+.png,118667.765625,0.11474597454071045,1,0.25,0,0,0,0,
data\raw\train\IHC\01143_train_2+.png,933362.1875,0.8901235461235046,0,0.2,2,0,0,0,
data\raw\train\IHC\01144_train_3+.png,401086.15625,0.38402360677719116,1,0.25,0,0,0,0,
data\raw\train\IHC\01145_train_3+.png,102880.7421875,0.09905456006526947,1,0.25,0,0,0,0,
data\raw\train\IHC\01146_train_2+.png,104583.1640625,0.7838524580001831,0,0.2,2,0,0,0,
data\raw\train\IHC\01149_train_3+.png,129672.8125,0.1292605996131897,1,0.25,0,0,0,0,
data\raw\train\IHC\01150_train_1+.png,85740.8046875,0.5319865345954895,0,0.2,2,0,0,0,
data\raw\train\IHC\01151_train_1+.png,1603.7515869140625,0.0015294566983357072,0,0.2,2,0,1,0,
data\raw\train\IHC\01152_train_1+.png,290947.25,0.30487900972366333,0,0.2,2,0,0,0,
data\raw\train\IHC\01153_train_2+.png,443715.5,0.4231600761413574,0,0.2,2,0,0,0,
data\raw\train\IHC\01154_train_1+.png,9602.8427734375,0.11429506540298462,0,0.2,2,0,0,0,
data\raw\train\IHC\01155_train_2+.png,97684.046875,0.6590521335601807,0,0.2,2,0,0,0,
data\raw\train\IHC\01156_train_1+.png,3194.57861328125,0.06404142826795578,0,0.2,2,0,0,0,
data\raw\train\IHC\01157_train_2+.png,510383.1875,0.4867393374443054,0,0.2,2,0,0,0,
data\raw\train\IHC\01158_train_2+.png,305693.78125,0.5556805729866028,0,0.2,2,0,0,0,
data\raw\train\IHC\01159_train_3+.png,797977.875,0.7617818117141724,1,0.25,0,0,0,0,
data\raw\train\IHC\01160_train_0.png,21730.080078125,0.5862537026405334,0,0.2,2,0,0,0,
data\raw\train\IHC\01161_train_2+.png,708952.0,0.6761093139648438,0,0.2,2,0,0,0,
data\raw\train\IHC\01162_train_2+.png,981.5878295898438,0.0009361151023767889,0,0.2,2,0,1,0,
data\raw\train\IHC\01163_train_3+.png,1021897.9375,0.9745587706565857,1,0.25,0,0,0,0,
data\raw\train\IHC\01164_train_3+.png,555968.0,0.5302467942237854,1,0.25,0,0,0,0,
data\raw\train\IHC\01165_train_2+.png,2747.99853515625,0.8234937191009521,0,0.2,2,0,0,0,
data\raw\train\IHC\01166_train_2+.png,2050.873779296875,0.0019558656495064497,0,0.2,2,0,1,0,
data\raw\train\IHC\01167_train_1+.png,473663.5625,0.7184286117553711,0,0.2,2,0,0,0,
data\raw\train\IHC\01168_train_1+.png,37129.59765625,1.59772789478302,0,0.2,2,0,0,0,
data\raw\train\IHC\01169_train_1+.png,8510.9853515625,0.008116708137094975,0,0.2,2,0,1,0,
data\raw\train\IHC\01170_train_1+.png,438241.78125,0.4179399311542511,0,0.2,2,0,0,0,
data\raw\train\IHC\01171_train_0.png,35559.06640625,0.9038219451904297,0,0.2,2,0,0,0,
data\raw\train\IHC\01172_train_3+.png,35710.8515625,0.3803720772266388,1,0.25,0,0,0,0,
data\raw\train\IHC\01173_train_2+.png,33754.45703125,0.42450961470603943,0,0.2,2,0,0,0,
data\raw\train\IHC\01174_train_3+.png,571596.125,0.5451165437698364,1,0.25,0,0,0,0,
data\raw\train\IHC\01175_train_1+.png,35643.8203125,1.4530112743377686,0,0.2,2,0,0,0,
data\raw\train\IHC\01176_train_2+.png,45228.68359375,0.043133433908224106,0,0.2,2,0,1,0,
data\raw\train\IHC\01177_train_3+.png,162108.828125,0.3166849911212921,1,0.25,0,0,0,0,
data\raw\train\IHC\01178_train_0.png,1860.01123046875,0.14438839256763458,0,0.2,2,0,0,0,
data\raw\train\IHC\01179_train_2+.png,531598.6875,0.7133370041847229,0,0.2,2,0,0,0,
data\raw\train\IHC\01181_train_2+.png,221185.890625,0.6854991316795349,0,0.2,2,0,0,0,
data\raw\train\IHC\01182_train_1+.png,46919.33203125,0.9081102609634399,0,0.2,2,0,0,0,
data\raw\train\IHC\01183_train_2+.png,92188.609375,0.08791790902614594,0,0.2,2,0,0,0,
data\raw\train\IHC\01184_train_3+.png,112880.921875,0.10892078280448914,1,0.25,0,0,0,0,
data\raw\train\IHC\01185_train_1+.png,1946.3929443359375,0.10060957819223404,0,0.2,2,0,0,0,
data\raw\train\IHC\01186_train_3+.png,632043.3125,0.6027634739875793,1,0.25,0,0,0,0,
data\raw\train\IHC\01187_train_1+.png,44531.48828125,0.7908273339271545,0,0.2,2,0,0,0,
data\raw\train\IHC\01188_train_3+.png,4529.9375,0.004328617826104164,1,0.25,0,0,1,0,
data\raw\train\IHC\01189_train_2+.png,66228.796875,0.9815163612365723,0,0.2,2,0,0,0,
data\raw\train\IHC\01191_train_2+.png,175564.265625,0.8279068470001221,0,0.2,2,0,0,0,
data\raw\train\IHC\01192_train_3+.png,0.0002785071264952421,2.658916420372748e-10,1,0.25,0,1,1,1,
data\raw\train\IHC\01193_train_0.png,252248.609375,0.5142567753791809,0,0.2,2,0,0,0,
data\raw\train\IHC\01195_train_2+.png,0.000818019500002265,7.801241874716425e-10,0,0.2,2,1,1,1,
data\raw\train\IHC\01196_train_3+.png,574811.875,0.5553635954856873,1,0.25,0,0,0,0,
data\raw\train\IHC\01197_train_3+.png,576218.3125,0.5495765209197998,1,0.25,0,0,0,0,
data\raw\train\IHC\01198_train_2+.png,154771.03125,0.8264901638031006,0,0.2,2,0,0,0,
data\raw\train\IHC\01200_train_2+.png,667.2158203125,0.0006363065913319588,0,0.2,2,0,1,0,
data\raw\train\IHC\01202_train_2+.png,2530.875732421875,0.002413631184026599,0,0.2,2,0,1,0,
data\raw\train\IHC\01203_train_2+.png,200.2297821044922,0.00019095400057267398,0,0.2,2,1,1,1,
data\raw\train\IHC\01205_train_3+.png,12.186554908752441,0.00010324876348022372,1,0.25,0,1,1,1,
data\raw\train\IHC\01206_train_2+.png,0.000708709005266428,6.758775761284141e-10,0,0.2,2,1,1,1,
data\raw\train\IHC\01207_train_2+.png,3366.703369140625,0.0032107385341078043,0,0.2,2,0,1,0,
data\raw\train\IHC\01208_train_1+.png,10845.046875,0.21796898543834686,0,0.2,2,0,0,0,
data\raw\train\IHC\01209_train_3+.png,375348.375,0.3579601049423218,1,0.25,0,0,0,0,
data\raw\train\IHC\01210_train_2+.png,147806.5,0.6824977993965149,0,0.2,2,0,0,0,
data\raw\train\IHC\01211_train_2+.png,21575.025390625,0.819750964641571,0,0.2,2,0,0,0,
data\raw\train\IHC\01212_train_3+.png,32511.14453125,0.34843945503234863,1,0.25,0,0,0,0,
data\raw\train\IHC\01213_train_2+.png,9673.8564453125,0.7272482514381409,0,0.2,2,0,0,0,
data\raw\train\IHC\01214_train_2+.png,9568.2275390625,0.06437008827924728,0,0.2,2,0,0,0,
data\raw\train\IHC\01215_train_3+.png,494136.9375,0.4713927209377289,1,0.25,0,0,0,0,
data\raw\train\IHC\01216_train_1+.png,379890.5625,0.3622918725013733,0,0.2,2,0,0,0,
data\raw\train\IHC\01217_train_3+.png,71276.4921875,0.06804821640253067,1,0.25,0,0,0,0,
data\raw\train\IHC\01218_train_2+.png,3686.620849609375,0.833134651184082,0,0.2,2,0,0,0,
data\raw\train\IHC\01219_train_3+.png,321834.375,0.3069251775741577,1,0.25,0,0,0,0,
data\raw\train\IHC\01220_train_3+.png,405091.53125,0.3863253891468048,1,0.25,0,0,0,0,
data\raw\train\IHC\01221_train_1+.png,82771.8984375,0.07893743366003036,0,0.2,2,0,0,0,
data\raw\train\IHC\01224_train_2+.png,486003.15625,0.6856984496116638,0,0.2,2,0,0,0,
data\raw\train\IHC\01225_train_1+.png,125587.4140625,0.18918468058109283,0,0.2,2,0,0,0,
data\raw\train\IHC\01226_train_1+.png,16062.83984375,0.22338664531707764,0,0.2,2,0,0,0,
data\raw\train\IHC\01227_train_3+.png,0.023287102580070496,2.2218037187826667e-08,1,0.25,0,1,1,1,
data\raw\train\IHC\01228_train_3+.png,676206.0,0.6488112211227417,1,0.25,0,0,0,0,
data\raw\train\IHC\01229_train_3+.png,37168.49609375,0.12756021320819855,1,0.25,0,0,0,0,
data\raw\train\IHC\01231_train_2+.png,13088.083984375,0.17753535509109497,0,0.2,2,0,0,0,
data\raw\train\IHC\01232_train_1+.png,36674.48046875,0.6070828437805176,0,0.2,2,0,0,0,
data\raw\train\IHC\01233_train_1+.png,63389.6015625,0.5663375854492188,0,0.2,2,0,0,0,
data\raw\train\IHC\01234_train_1+.png,454234.6875,0.5870910286903381,0,0.2,2,0,0,0,
data\raw\train\IHC\01235_train_1+.png,1291261.875,1.304476261138916,0,0.2,2,0,0,0,
data\raw\train\IHC\01236_train_1+.png,268033.375,0.32952505350112915,0,0.2,2,0,0,0,
data\raw\train\IHC\01237_train_3+.png,128491.171875,0.5267629027366638,1,0.25,0,0,0,0,
data\raw\train\IHC\01238_train_2+.png,8037.5908203125,0.07828034460544586,0,0.2,2,0,0,0,
data\raw\train\IHC\01239_train_2+.png,76174.1796875,0.6957244873046875,0,0.2,2,0,0,0,
data\raw\train\IHC\01240_train_2+.png,57894.296875,0.05521230399608612,0,0.2,2,0,0,0,
data\raw\train\IHC\01241_train_1+.png,34729.37890625,0.2928352355957031,0,0.2,2,0,0,0,
data\raw\train\IHC\01242_train_2+.png,61902.5703125,0.7263002395629883,0,0.2,2,0,0,0,
data\raw\train\IHC\01243_train_3+.png,1619.740478515625,0.0033050598576664925,1,0.25,0,0,1,0,
